File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px
matt_21.mp4,99.5,True,0.9,100.0,0.0,0,266.1608359283768,427.34708909108605,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,1,266.1900739344969,427.35479376586875,0.030236121037388656
matt_21.mp4,99.5,True,0.9,100.0,0.0,2,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,3,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,4,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,5,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,6,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,7,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,8,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,9,266.1900739344969,427.35479376586875,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,10,266.2388738092288,427.35742125819,0.04887055851679127
matt_21.mp4,99.5,True,0.9,100.0,0.0,11,266.3558004093801,427.27230112005446,0.14462803234214697
matt_21.mp4,99.5,True,0.9,100.0,0.0,12,266.70705284103474,427.39832773903083,0.3731768741949514
matt_21.mp4,99.5,True,0.9,100.0,0.0,13,267.282560733661,427.7089888287932,0.6540027883483971
matt_21.mp4,99.5,True,0.9,100.0,0.0,14,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,15,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,16,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,17,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,18,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,19,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,20,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,21,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,22,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,23,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,24,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,25,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,26,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,27,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,28,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,29,267.282560733661,427.7089888287932,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,30,267.83061331819584,427.80986885492234,0.5572597375435747
matt_21.mp4,99.5,True,0.9,100.0,0.0,31,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,32,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,33,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,34,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,35,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,36,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,37,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,38,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,39,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,40,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,41,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,42,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,43,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,44,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,45,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,46,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,47,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,48,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,49,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,50,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,51,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,52,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,53,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,54,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,55,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,56,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,57,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,58,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,59,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,60,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,61,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,62,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,63,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,64,267.83061331819584,427.80986885492234,0.0
matt_21.mp4,99.5,True,0.9,100.0,0.0,65,267.83061331819584,427.80986885492234,0.0
